"","datetime","title","id"
"23",2021-10-31 04:00:00,"What will be net migration to the United Kingdom in 2021?",5921
"24",2021-10-31 04:00:00,"What will be the WTI oil price in December 2021?",5928
"25",2021-10-31 04:00:00,"Will Scotland set a date for a new independence referendum in 2021?",5922
"26",2021-10-31 04:00:00,"What will be the total number of confirmed COVID-19 deaths globally by the end of 2021?",5907
"27",2021-10-31 04:00:00,"What will be the total box office gross in the U.S. & Canada in 2021?",5942
"28",2021-10-31 04:00:00,"Will the U.S. join the Regional Comprehensive Economic Partnership trade pact in 2021?",5920
"29",2021-10-31 04:00:00,"What will be the total number of confirmed COVID-19 cases globally by the end of 2021?",5906
"30",2021-10-31 04:00:00,"What will be the market cap of MSFT, AAPL, GOOG, FB, AMZN on December 31, 2021 as a percentage of the total S&P500?",5927
"31",2021-10-31 04:00:00,"Will 2021 be the hottest year on record according to NASA?",5916
"32",2021-10-31 04:00:00,"What will be the total number of confirmed COVID-19 deaths in the U.S. by the end of 2021?",5908
"33",2021-10-31 04:00:00,"What will be the EU GDP growth (year on year) in 2021?",5925
"34",2021-10-31 04:00:00,"Will the S&P 500 experience a bear market (peak to trough decline of 20% or more) in 2021?",5926
"35",2021-10-31 04:00:00,"Will the U.S. Affordable Care Act be expanded to include a public option before the end of 2021?",5915
"36",2021-10-31 04:00:00,"Will Netanyahu be convicted by the end of 2021?",5914
"37",2021-10-31 04:00:00,"How many plug-in electric vehicle sales will there be in the U.S. in 2021?",5929
"38",2021-10-31 04:00:00,"When will the U.S. lift its Presidential Proclamation restricting travel from the European Schengen Area?",5912
"39",2021-10-31 04:59:00,"Will US poverty be higher in November 2021 than it was in November 2020?",6295
"40",2021-10-31 18:36:00,"Will Stripe be the largest public offering worldwide in 2021 by valuation?",6688
"41",2021-10-31 20:50:00,"If you die today and get cryonically frozen, will you ""wake up""?",455
"42",2021-10-31 21:59:00,"Maximum price of Bitcoin in 2021?",6666
"43",2021-10-31 21:59:00,"Will a Tesla car demonstrate fully autonomous capability before the end of 2021?",7113
"44",2021-10-31 22:02:00,"How many research papers on cultivated meat will be published in 2022, according to Semantic Scholar?",7043
"45",2021-10-31 23:01:00,"Will Magdalena Andersson be the next leader of the Swedish Social Democratic Party?",7848
"46",2021-11-01 00:00:00,"Will Elizabeth Holmes be convicted on fraud charges related to Theranos before 2023?",7291
"47",2021-11-01 06:59:00,"Will EU Member States or the Members of the European Parliament reject the ratification of EU-Mercosur agreement in 2021?",6459
"48",2021-11-01 06:59:00,"In 2021 will the European Commission suspend all EU mink farming, including breeding, and all in-country and cross-border transportation of live mink and their raw pelts?",6458
"49",2021-11-01 07:00:00,"How many billions of dollars will wildfires in the US in 2021 cost?",7896
"50",2021-11-01 07:00:00,"Will the Israeli Knesset pass a budget by November 30th?",8046
"51",2021-11-01 09:20:00,"Will Evergrande default on its debt before the end of 2021?",8027
"52",2021-11-01 16:00:00,"How many Virginians (thousands) will be employed in leisure and hospitality services in Q4 2021?",7609
"53",2021-11-01 16:00:00,"What will be the weekly peak percent of medical visits that are for influenza-like illness (ILI) in Virginia during the 2021-2022 flu season?",7621
"54",2021-11-01 16:00:00,"How many eviction cases will be filed in Virginia in Q4 2021?",7634
"55",2021-11-01 16:00:00,"When will the cumulative vaccination rate ratio for Black Virginians reach 1.0?",7615
"56",2021-11-01 16:00:00,"Will the US CDC announce that they are tracking a SARS-CoV-2 variant that they classify as a variant of high consequence (VOHC) before August 1, 2022?",7603
"57",2021-11-01 16:00:00,"What will be the peak in weekly CLI visits (count) in Virginia before 1 August 2022?",7604
"58",2021-11-01 16:00:00,"How many new COVID-19 outbreaks will occur in Virginian long-term care facilities before 1 August 2022?",7620
"59",2021-11-01 16:00:00,"What will be official attendance at the 2021 University of Virginia vs Virginia Tech football game?",7606
"60",2021-11-01 16:00:00,"What percentage of new COVID-19 deaths that occur before 1 August 2022 will be in long-term care facilities?",7607
"61",2021-11-01 16:00:00,"How many Virginians (thousands) will be employed in leisure and hospitality services in December 2021?",7909
"62",2021-11-01 16:00:00,"When will a SARS-CoV-2 vaccine be granted emergency use authorization by the U.S. FDA for children under 12 years old?",7611
"63",2021-11-01 21:00:00,"Will Blizzard announce new content for StarCraft as a response to advances in AI in 2021?",2606
"64",2021-11-02 03:00:00,"In the 2021 Virginia gubernatorial election, what will be the percentage difference of the vote for McAuliffe over Youngkin?",8309
"65",2021-11-02 04:00:00,"What will the real GDP/capita of the USA be in 2024 if Donald Trump is reelected president?",4688
"66",2021-11-02 16:00:00,"When will the percent of Virginia's population vaccinated with at least one dose reach 75%?",7117
"67",2021-11-02 16:00:00,"Will the Democratic candidate win the 2021 Virginia gubernatorial election?",7929
"68",2021-11-08 00:59:00,"Will there be a bilateral cease-fire of at least 30 days in the Tigray war before 2022?",7504
"69",2021-11-08 23:00:00,"Will Russia annex Ukrainian territory before 2022?",6981
"70",2021-11-10 06:59:00,"Will more than 1,000 Palestinians in 2021 be killed in the context of the occupation and conflict?",7222
"71",2021-11-10 06:59:00,"Will more than 10,000 rockets, mortars, and missiles be fired from Palestine at Israel in 2021?",7225
"72",2021-11-10 06:59:00,"Will more than 2,500 Palestinians in 2021 be killed in the context of the occupation and conflict?",7220
"73",2021-11-10 06:59:00,"Will more than 4,500 rockets, mortars, and missiles be fired from Palestine at Israel in 2021?",7224
"74",2021-11-10 06:59:00,"Will more than 400 Palestinians in 2021 be killed in the context of the occupation and conflict?",7223
"75",2021-11-10 06:59:00,"Will more than 10,000 Palestinians in 2021 be killed in the context of the occupation and conflict?",7221
"76",2021-11-10 23:59:00,"Will Tether collapse by the end of 2021?",6656
"77",2021-11-12 05:59:00,"Will there be a 7.0 or larger earthquake either somewhere under or within 81 Kilometres the Eastern Mediterranean Sea in 2021?",6318
"78",2021-11-13 01:51:00,"By 31 December 2021 will any hospital in the US have an official policy to triage COVID patients based on vaccination status?",7923
"79",2021-11-13 17:00:00,"In Virginia, which month between May 2021 and March 2022 (inclusive) will have the highest number of new COVID-19 cases?",7124
"80",2021-11-13 17:00:00,"In Virginia, which month between May 2021 and March 2022 (inclusive) will have the highest number of new COVID-19 hospitalizations?",7125
"81",2021-11-13 17:00:00,"In Virginia, which month between May 2021 and March 2022 (inclusive) will have the highest number of new COVID-19 deaths?",7126
"82",2021-11-14 05:00:00,"[short-fuse] Will Elon Musk sell more than 5% of his Tesla stock by July 1st 2022?",8525
"83",2021-11-15 00:00:00,"Short-fuse: Will Kyle Rittenhouse be convicted on any pending felony charges in connection to the 2020 Kenosha unrest before 2022?",8578
"84",2021-11-15 08:00:00,"Will Aubrey de Grey be terminated or resign from the SENS Research Foundation by 2022?",7688
"85",2021-11-15 22:00:00,"Will Antifa officially be labeled a terrorist group in the US before 2022?",4946
"86",2021-11-17 18:32:33,"How many southwest land border encounters will be reported by CBP for the months of August to December 2021?",7733
"87",2021-11-18 23:00:00,"Will ACE or any of its top or standout charities see a scandal related to sexual harassment or unwanted sexual advances in 2021?",6024
"88",2021-11-19 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 26th of November, 2021?",8561
"89",2021-11-19 18:48:00,"When will the world pass 1 million daily COVID cases for the seven day moving average",7019
"90",2021-11-20 04:59:00,"By 31 December 2021 will General Mark Milley stop serving as the 20th Chairman of the Joint Chiefs of Staff?",7980
"91",2021-11-23 00:00:00,"Will Magnus Carlsen retain the Chess World Championship for a fifth time?",7106
"92",2021-11-25 00:00:00,"Will Cuba still be a communist state in 2023?",1631
"93",2021-11-26 08:00:00,"What will be the Alexa Traffic Rank for Metaculus.com on January 1st 2022?",4053
"94",2021-11-29 11:00:00,"When will COVID booster doses be available to all adults in the UK?",8452
"95",2021-11-30 00:00:00,"Will the UK's third wave of COVID-19 exceed 250 deaths/day?",7537
"96",2021-11-30 13:00:00,"What will be the total number of confirmed COVID-19 deaths in Australia by the end of 2021?",7927
"97",2021-12-01 00:00:00,"What will US house prices be at the end of 2021?",5780
"98",2021-12-01 00:00:00,"Will Próspera's population in 2021 be larger than 1,000?",7139
"99",2021-12-01 00:00:00,"Will Boris Johnson be UK Prime Minister in January 2022?",7138
"100",2021-12-01 00:00:00,"What will the upper limit in the IPCC's ‘likely’ range of its climate sensitivity estimate be, in its 6th Assessment Report?",3205
"101",2021-12-01 00:00:00,"How many emoji related court cases in 2021?",6361
"102",2021-12-01 00:00:00,"What will the lower limit in the IPCC's ‘likely’ range of its climate sensitivity estimate be, in its 6th Assessment Report?",3708
"103",2021-12-01 00:00:00,"Will Kim Jong-un still be the de facto leader of North Korea on 1 January 2022?",3445
"104",2021-12-01 00:00:00,"How much will be estimated to have been invested by VCs in U.S.-based plant-based meat startups, in millions of USD, in the calendar year 2022?",3138
"105",2021-12-01 00:00:00,"What will the cost of energy of utility-scale solar photovoltaics be in 2020, in 2018 USD per kWh?",3520
"106",2021-12-01 00:00:00,"Will a nuclear device with a yield of at least 1kt be detonated anywhere on Earth in 2021?",5721
"107",2021-12-01 04:14:00,"When will 50,000 Chevy Bolt EV and Chevy Bolt EUV vehicles have completed repairs for the recall relating to risk of battery fire?",8014
"108",2021-12-01 07:59:00,"How many of the new LessWrong book sets will be sold on Amazon by March 1st 2022?",7767
"109",2021-12-01 08:00:00,"When will the James Webb telescope be launched?",7298
"110",2021-12-01 12:00:00,"How many ratings will Toby Ord's book The Precipice have on Amazon on January 1st 2022?",6107
"111",2021-12-01 17:00:00,"When will the UK’s pre-March 2022 peak 7-day moving average of current COVID hospitalizations occur?",8459
"112",2021-12-01 17:00:00,"What will be the UK’s peak 7-day moving average of current COVID hospitalizations before 1 March 2022?",8458
"113",2021-12-01 17:00:00,"Will restrictions on household mixing be in effect in England on 25 December 2021?",8456
"114",2021-12-01 17:00:00,"When will the pre-August 2022 peak in weekly CLI visits (count) in Virginia occur?",7605
"115",2021-12-01 20:00:00,"How many UC Berkeley undergraduates will test positive for covid this semester?",7846
"116",2021-12-01 23:01:00,"Will the Fed raise the RRR this year?",8300
"117",2021-12-02 04:59:00,"Will scientists conclude that delaying SARS-CoV2 vaccines second dose did or would have saved lives?",6000
"118",2021-12-02 16:14:00,"By 31 December 2021, will any Chinese People's Liberation Army Air Force aircraft enter Taiwan's airspace without authorization?",8121
"119",2021-12-03 00:00:00,"Will most of the Quad/Five Eyes countries diplomatically boycott the 2022 Winter Olympics?",8673
"120",2021-12-03 16:00:00,"Will most of the Quad/Five Eyes countries boycott the 2022 Winter Olympics?",6898
"121",2021-12-03 17:00:00,"What will be the percentage of the population vaccinated with at least one dose of COVID-19 vaccine in Virginia on December 10th, 2021?",8564
"122",2021-12-03 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 7th of January, 2022?",8563
"123",2021-12-03 17:00:00,"When will the highest 7-day average number of daily new cases be reported in Virginia between November 12th, 2021 and February 4th, 2022?",8570
"124",2021-12-03 17:00:00,"What will be the highest 7-day average number of daily new cases reported in Virginia between November 12th, 2021 and February 4th, 2022?",8571
"125",2021-12-03 17:00:00,"When will the lowest 7-day average number of daily new cases be reported in Virginia between November 12th, 2021 and February 4th, 2022?",8568
"126",2021-12-03 17:00:00,"What will be the percentage of the fully vaccinated population with booster/third dose of COVID-19 vaccine in Virginia on December 10th, 2021?",8565
"127",2021-12-03 17:00:00,"What will be the percentage of the 5-11 year olds vaccinated with at least one dose of COVID-19 vaccine in Virginia on December 10th, 2021?",8566
"128",2021-12-03 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 10th of December, 2021?",8562
"129",2021-12-03 17:00:00,"What will be the lowest 7-day average number of daily new cases reported in Virginia between November 12th, 2021 and February 4th, 2022?",8567
"130",2021-12-03 19:14:00,"Will Biden pass an infrastructure package in 2021?",7386
"131",2021-12-04 08:00:00,"Microwave disruption of COVID-19 virus particles?",4994
"132",2021-12-04 19:58:00,"Will the United States boycott the 2022 Beijing Olympics?",7876
"133",2021-12-05 07:59:00,"When will the AstraZeneca/Oxford developed SARS-CoV-2 vaccine be granted emergency use authorization by the US FDA?",6124
"134",2021-12-08 06:59:00,"What will be the Hue (in angular degrees) of Pantone's Color of the Year for 2022?",5887
"135",2021-12-10 17:00:00,"[Short-fuse] Before 16 December 2021, will the U.S. reimpose a Presidential Proclamation restricting travel from the European Schengen Area?",8768
"136",2021-12-10 17:00:00,"When will the Novavax SARS-CoV-2 vaccine be granted emergency use authorization by the US FDA?",6480
"137",2021-12-10 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 17th of December, 2021?",8793
"138",2021-12-11 14:40:00,"When will the next episode of Hello Internet be released?",5237
"139",2021-12-12 23:01:00,"Will the Fed announce a slow-down in bond purchases from the current $120 billion per month before Jan. 1, 2022?",8298
"140",2021-12-13 11:00:00,"[Short-fuse] What will the % per-day growth rate advantage of Omicron relative to Delta be based on information available as of 23 December?",8756
"141",2021-12-15 05:00:00,"When will Paxlovid be given an EUA from the FDA?",8518
"142",2021-12-15 08:00:00,"How much revenue will the SENS research foundation receive in 2021?",7198
"143",2021-12-17 02:00:00,"How many positive influenza specimens will be detected by the Global Influenza Surveillance and Response System in the peak week for the Northern Hemisphere over the 2021-2022 flu season?",8098
"144",2021-12-17 04:49:00,"How many at-risk Nigerian states will experience Islamic State attacks in the next six months?",7991
"145",2021-12-18 17:00:00,"What percentage of Virginia’s population will have received a booster dose as of 4 January 2022?",8690
"146",2021-12-18 17:00:00,"Will Tigrayan-aligned forces cut off the A1 trunk route (Addis Ababa to Djibouti) by year's end?",8517
"147",2021-12-20 00:00:00,"If Elizabeth Holmes is convicted in Theranos fraud trial, how long will her sentence be?",8052
"148",2021-12-20 17:00:00,"Will Biden’s Build Back Better Budget include a requirement for banks to report financial data on accounts receiving sufficiently large deposits?",8524
"149",2021-12-20 17:00:00,"When will the escaped Maryland Zebras be caught?",8310
"150",2021-12-20 20:59:00,"When will the United States reach herd immunity (>230M) for COVID-19?",5773
"151",2021-12-24 00:00:00,"Will the 1000th binary question resolution be positive?",804
"152",2021-12-24 12:00:00,"If the James Webb Space Telescope is launched, will it succeed in transmitting cosmological data?",1669
"153",2021-12-24 15:59:00,"What will the global average Democracy Index score be for 2021?",6100
"154",2021-12-24 15:59:00,"How many countries will be considered ""full democracies"" (score higher than 8) by The Economist in 2021?",6101
"155",2021-12-24 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 28th of January, 2022?",8798
"156",2021-12-24 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 31st of December, 2021?",8794
"157",2021-12-24 17:00:00,"What will be the percentage of the fully vaccinated population with booster/third dose of COVID-19 vaccine in Virginia on December 31st, 2021?",8790
"158",2021-12-24 17:00:00,"When will the lowest 7-day average number of daily new cases be reported in Virginia between December 3rd, 2021 and February 25th, 2022?",8797
"159",2021-12-24 17:00:00,"What will be the lowest 7-day average number of daily new cases reported in Virginia between Dec 3rd, 2021 and February 25th, 2022?",8791
"160",2021-12-24 17:00:00,"What will be the highest 7-day average number of daily new cases reported in Virginia between December 3rd, 2021 and February 25th, 2022?",8796
"161",2021-12-24 17:00:00,"What will be the percentage of the 5-11 year olds vaccinated with at least one dose of COVID-19 vaccine in Virginia on December 31st, 2021?",8792
"162",2021-12-24 17:00:00,"When will the highest 7-day average number of daily new cases be reported in Virginia between December 3rd, 2021 and February 25th, 2022?",8799
"163",2021-12-24 17:00:00,"What will be the percentage of the population vaccinated with at least one dose of COVID-19 vaccine in Virginia on December 31st, 2021?",8795
"164",2021-12-24 18:21:00,"When will be the first successful launch of a Starship second stage that has been flown once before? (Continued)",7226
"165",2021-12-25 04:59:00,"Will Republicans control the United States Senate on 2022-10-31?",6883
"166",2021-12-25 05:00:00,"Will the US rejoin the Iran Nuclear Deal before 2023?",7840
"167",2021-12-28 17:00:00,"How many confirmed deaths from COVID-19 will be reported globally in 2022?",8307
"168",2021-12-29 05:00:00,"How many billions will end up being spent in the Build Back Better Act of 2021?",8476
"169",2021-12-30 23:00:00,"Will Silvio Berlusconi be elected to the Presidency of the Italian Republic in the next election?",6429
"170",2021-12-31 00:00:00,"Will Median Bay Area House Prices decline by >= 5% in 2021?",6307
"171",2021-12-31 00:00:00,"What fraction of hospitalised COVID-19 patients will still experience symptoms after 12 months?",6589
"172",2021-12-31 05:00:00,"What will be the lowest closing value for the Dow Jones Industrial Average before it reaches a new all-time record high close?",3786
"173",2021-12-31 08:00:00,"When will the 7-day moving average of daily confirmed COVID-19 cases first drop below 10% of a previous peak in the US?",4831
"174",2021-12-31 17:00:00,"What will the average travel nurse salary in Virginia be for the 90-day period ending 31 March 2022?",8695
"175",2021-12-31 17:00:00,"When will the OSHA vaccine-or-test emergency temporary standard for private employers with 100+ employees take effect?",8691
"176",2021-12-31 17:00:00,"How many of Virginia's 35 local health districts will be described as being ""in surge"" in UVA modeling slides posted 14 January 2022?",8694
"177",2021-12-31 17:00:00,"What will be the percentage of the population in Virginia indicating they are ""vaccine accepting"" on 14 January 2022?",8697
"178",2021-12-31 17:00:00,"What will be the 7-day moving average of the percentage of people wearing masks in Virginia on 14 January 2022?",8696
"179",2021-12-31 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 7th of January, 2022?",9008
"180",2021-12-31 17:00:00,"How many emergency department overdose visits will there be in Q1 2022 in Virginia?",8710
"181",2021-12-31 20:55:00,"What will the total deal value be of all the US PE deals in billions of US$, in 2021?",6396
"182",2021-12-31 20:55:00,"What will the total deal value be of all the US PE deals in billions of US$, in 2021?",5992
"183",2021-12-31 20:59:00,"When will a SARS-CoV-2 vaccine be widely available for adults in the United States?",5806
"184",2021-12-31 23:00:00,"How much money will be donated to ACE in 2021?",6026
"185",2021-12-31 23:00:00,"Will ACE or any of its top or standout charities see a scandal related to racial inequity or discrimination in 2021?",6025
"186",2021-12-31 23:00:00,"Will any of the nonprofits incubated by Charity Entrepreneurship become a future ACE top or standout charity by Jan 1, 2022?",6020
"187",2021-12-31 23:00:00,"What will the highest Exact Match rate of the best-performing model on SQuAD2.0 be, at the end of 2022?",5558
"188",2021-12-31 23:00:00,"Will Sci-Hub be adding new articles again before the end of 2021?",7774
"189",2021-12-31 23:00:00,"How much money will ACE estimate to have influenced in 2021?",6027
"190",2021-12-31 23:00:00,"Will a charity primarily operating in China become an ACE Top Charity in 2021 or 2022?",6023
"191",2021-12-31 23:00:00,"What will be the total world military expenditure in 2021, as reported by SIPRI?",6436
"192",2021-12-31 23:00:00,"Which image classification benchmark will be most popular in the calendar year 2022?",5492
"193",2021-12-31 23:00:00,"Will Restaurant Brands International cease sourcing pork in North America from suppliers that use gestation stalls by Jan 1, 2022?",6018
"194",2021-12-31 23:00:00,"Which language modelling benchmark will be most popular in the calendar year 2022?",5485
"195",2022-01-01 00:00:00,"[Short-fuse] Will implementation of measures more severe than those in “Plan B” be announced in the UK before 1 January 2022?",9007
"196",2022-01-01 00:00:00,"Will the US unemployment rate reach 10% before 2023?",1643
"197",2022-01-01 00:00:00,"Will a new Derek Chauvin homicide trial be ordered on or before April 20, 2022?",7162
"198",2022-01-01 00:00:00,"Will the United States test a nuclear weapon before 2023?",4456
"199",2022-01-01 00:00:00,"If there is a no-deal Brexit, what will be the average yearly % GDP growth of the UK in the subsequent five years?",3156
"200",2022-01-01 00:00:00,"When will the US national debt reach $25 trillion?",2585
"201",2022-01-01 00:00:00,"Will Tesla become the world's most valuable publicly-traded company before 2023?",8444
"202",2022-01-01 00:00:00,"Will Metaculus release a dedicated mobile app before 2023?",2598
"203",2022-01-01 00:00:00,"When will the Dow Jones Industrial Average set a new all-time record high close after the Coronavirus Crash of February 2020?",3764
"204",2022-01-01 00:34:00,"When will WeRide begin testing their autonomous and fully driverless taxis in California?",6411
"205",2022-01-01 03:10:00,"What will be the capacity factor of US nuclear energy by 2022?",6146
"206",2022-01-01 05:00:00,"On what date will the New York Times COVID-19 tracker for New York City assess the risk as ""medium""?",6845
"207",2022-01-01 05:00:00,"How many people will be born in the United States in the year 2021?",3883
"208",2022-01-01 05:00:00,"What will the democracy index of Kyrgyzstan be in 2022?",5367
"209",2022-01-01 05:00:00,"On what date will the New York Times COVID-19 tracker for New York City assess the risk as ""low""?",6796
"210",2022-01-01 07:59:00,"When will the 7-day rolling average for US COVID-19 deaths drop below 500?",6241
"211",2022-01-01 07:59:00,"When will 100M people receive a SARS-CoV-2 vaccine candidate that has demonstrated an efficacy rate >75% in a n>500 RCT?",5727
"212",2022-01-01 08:00:00,"When will traviswfisher be unseated on the Metaculus leaderboard?",4950
"213",2022-01-01 08:00:00,"How many laws will be enacted during the 117th United States Congress?",4895
"214",2022-01-01 08:00:00,"Will it turn out that Bloomberg manipulated 2020 election prediction markets?",3671
"215",2022-01-01 17:00:00,"Will implementation of “Plan B” be announced in the UK before 1 February 2022?",8454
"216",2022-01-01 17:00:00,"Will implementation of measures more severe than those in “Plan B” be announced in the UK before 1 February 2022?",8455
"217",2022-01-01 17:00:00,"When will another SARS-CoV-2 variant overtake Delta as the dominant variant in Virginia?",7602
"218",2022-01-01 17:00:00,"If implementation of measures more severe than those in “Plan B” are announced in the UK before 1 February 2022, will this be due to the spread of the Omicron variant?",8751
"219",2022-01-01 17:00:00,"What will be the percent SOL assessment pass rate in math for Virginian third graders in the 2021-2022?",7610
"220",2022-01-01 18:01:00,"What percentage of the US will be at least partially vaccinated against COVID-19 on March 1, 2022?",8762
"221",2022-01-01 18:28:00,"Will Matt Levine join substack before 2023?",6420
"222",2022-01-02 00:00:00,"If tested, would the most powerful quesion-answering AI system as of 2022-06-01 demonstrate text-based intelligence parity with human 5th graders?",5120
"223",2022-01-07 00:00:00,"Will Nigel Farage become Prime Minister of the United Kingdom before 2023?",2773
"224",2022-01-07 17:00:00,"Will Facebook implement a feature to explain their news feed algorithm before 2026?",8946
"225",2022-01-13 04:59:00,"[Short Fuse] Will OSHA's Emergency Temporary Standard vaccine mandate be blocked or struck down by the US Supreme Court?",9033
"226",2022-01-14 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 21st of January, 2022?",9009
"227",2022-01-14 17:00:00,"What will be the percentage of the 5-11 year olds vaccinated with at least one dose of COVID-19 vaccine in Virginia on January 21st, 2022?",9013
"228",2022-01-14 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 18th of February, 2022?",9010
"229",2022-01-14 17:00:00,"What will be the lowest 7-day average number of daily new cases reported in Virginia between December 24th, 2021 and March 18th, 2022?",9017
"230",2022-01-14 17:00:00,"What will be the highest 7-day average number of daily new cases reported in Virginia between December 24th, 2021 and March 18th, 2022?",9014
"231",2022-01-14 17:00:00,"What will be the percentage of the population vaccinated with at least one dose of COVID-19 vaccine in Virginia on January 21st, 2022?",9012
"232",2022-01-14 17:00:00,"When will the lowest 7-day average number of daily new cases be reported in Virginia between December 24th, 2021 and March 18th, 2022?",9018
"233",2022-01-14 17:00:00,"What will be the percentage of the fully vaccinated population with booster/third dose of COVID-19 vaccine in Virginia on January 21st, 2022?",9011
"234",2022-01-14 17:00:00,"When will Omicron become the predominant SARS-CoV-2 variant in the U.S.?",8753
"235",2022-01-14 17:00:00,"When will the highest 7-day average number of daily new cases be reported in Virginia between December 24th, 2021 and March 18th, 2022?",9016
"236",2022-01-14 23:00:00,"What will be the sentiment of Metaculus users with regard to self-resolving questions at the end of 2022?",4057
"237",2022-01-14 23:00:00,"Will the Duke or Duchess of Sussex file for divorce before Mar 8, 2022?",6801
"238",2022-01-16 17:00:00,"When will US office workplace occupancy reach >50% of pre-pandemic levels?",8333
"239",2022-01-17 23:00:00,"Flu Hospitalizations for CA (Jan 22)",9334
"240",2022-01-17 23:00:00,"Flu Hospitalizations for VT (Jan 22)",9337
"241",2022-01-17 23:00:00,"Flu Hospitalizations for NY (Jan 22)",9324
"242",2022-01-17 23:00:00,"Flu Hospitalizations for WY (Jan 22)",9340
"243",2022-01-17 23:00:00,"Flu Hospitalizations for OK (Jan 22)",9331
"244",2022-01-17 23:00:00,"Flu Hospitalizations for FL (Jan 22)",9328
"245",2022-01-20 15:00:00,"[short fuse] Will the Doomsday Clock move closer to midnight in 2022?",9455
"246",2022-01-21 17:00:00,"What will be the 7-day moving average of daily new reported cases in Virginia on the 28th of January, 2022?",9421
"247",2022-01-21 17:00:00,"What will be the 7-day moving average of current confirmed+pending COVID-19 hospitalizations in Virginia on Jan 28, 2022?",9440
"248",2022-01-22 20:28:00,"Will Germany overtake the US in the share of new EV registrations by 2025?",5577
"249",2022-01-23 15:00:00,"When will the next German government be formed?",8058
"250",2022-01-25 13:00:00,"By February 6, 2022, will the James Webb Space Telescope successfully see First Light?",9021
"251",2022-01-25 19:22:00,"Will Russia invade Ukraine before February 1, 2022?",9462
"252",2022-01-26 17:00:00,"When will the next US Supreme Court vacancy arise?",5457
"253",2022-01-27 04:59:00,"Will a NATO nuclear-sharing country sign the TPNW by the end of 2022?",7722
"254",2022-01-28 17:00:00,"When will the 7-day rolling average for US COVID-19 deaths drop below 100?",6325
"255",2022-01-29 20:48:00,"Will the Buffalo Bills play in Super Bowl LVI?",9315
"256",2022-01-30 16:29:00,"How many additional Eliciting Latent Knowledge prizes will be awarded?",9457
"257",2022-01-30 16:29:00,"Will an Eliciting Latent Knowledge prize of $50,000 be awarded?",9458
"258",2022-01-31 15:59:00,"What will be the reported number of 7-day average new Covid-19 cases in Mainland China on 2022-02-28?",9053
"259",2022-01-31 20:29:00,"Will the Taliban capture downtown Kandahar before the start of Ramadan?",7663
"260",2022-01-31 23:00:00,"Will Facebook block links to Bitchute before 2023?",5635
"261",2022-01-31 23:00:00,"Flu Hospitalizations for NY (Feb 5)",9325
